element_type,ep_next,ep_this,event_points,form,id,now_cost,points_per_game,selected_by_percent,status,team,team_code,total_points,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,creativity_rank,threat_rank,ict_index_rank,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,starts_per_90,clean_sheets_per_90,position,goal_involvements,money_value,performance
FWD,1.8,2.3,1,0.8,2,6.8,0.6,0.9,a,Arsenal,3,3,0.1,0.4,G.Jesus,78,0,0,0,2,0,0,0,2,0,0,0,18,14.0,32.3,33.0,7.9,1,0.49,0.06,0.55,1.29,347,216,185,281,0.57,0.0,0.07,0.64,1.49,2.31,1.15,0.0,Forward,0.0,0.4411764705882353,-0.55
DEF,7.2,7.7,2,6.2,3,6.2,5.6,27.2,a,Arsenal,3,39,1.0,6.3,Gabriel,630,2,0,3,6,0,0,0,1,0,0,4,131,194.8,36.6,165.0,39.6,7,1.47,0.15,1.62,7.45,19,199,31,39,0.21,0.0,0.02,0.23,1.06,0.86,1.0,0.43,Defender,2.0,6.290322580645161,0.3799999999999999
FWD,4.1,6.0,8,4.5,4,8.3,5.7,20.7,d,Arsenal,3,40,0.5,4.8,Havertz,630,4,1,3,6,0,0,0,0,0,0,7,156,209.2,83.8,326.0,61.9,7,4.29,0.20,4.49,7.45,16,98,4,9,0.61,0.0,0.03,0.64,1.06,0.86,1.0,0.43,Forward,5.0,4.8192771084337345,0.5099999999999998
DEF,2.8,3.2,0,2.8,6,5.5,3.2,1.8,d,Arsenal,3,19,0.5,3.5,J.Timber,448,0,1,2,4,0,0,0,2,0,0,0,77,87.2,100.0,32.0,21.8,5,0.28,0.17,0.45,5.56,158,70,187,133,0.06,0.0,0.03,0.09,1.12,0.8,1.0,0.4,Defender,1.0,3.4545454545454546,0.55
MID,2.0,2.5,2,1.0,7,4.8,2.0,0.3,a,Arsenal,3,4,0.2,0.8,Jorginho,150,0,0,1,1,0,0,0,1,0,0,0,17,4.4,21.3,1.0,2.7,2,0.04,0.14,0.18,1.06,389,249,357,360,0.02,0.0,0.08,0.1,0.64,0.6,1.2,0.6,Midfielder,0.0,0.8333333333333334,-0.18
DEF,1.5,2.0,1,0.5,8,4.8,1.0,0.2,a,Arsenal,3,2,0.1,0.4,Kiwior,17,0,0,0,1,0,0,0,0,0,0,0,2,7.6,0.3,0.0,0.8,0,0.00,0.00,0.0,1.03,375,389,591,405,0.0,0.0,0.0,0.0,5.45,5.29,0.0,0.0,Defender,0.0,0.4166666666666667,0.0
MID,7.8,8.3,6,6.8,9,7.0,4.9,4.6,a,Arsenal,3,34,1.0,4.9,Martinelli,438,2,2,3,3,0,0,0,0,0,0,3,129,155.8,146.6,167.0,46.8,5,1.05,1.39,2.44,4.98,47,35,30,27,0.22,0.0,0.29,0.51,1.02,0.62,1.03,0.62,Midfielder,4.0,4.857142857142857,1.56
MID,1.5,2.0,0,0.5,12,4.5,1.0,0.3,a,Arsenal,3,2,0.1,0.4,Nwaneri,9,0,0,0,0,0,0,0,0,0,0,0,11,14.4,11.4,15.0,4.1,0,0.02,0.16,0.18,0.09,343,301,235,333,0.2,0.0,1.6,1.8,0.9,0.0,0.0,0.0,Midfielder,0.0,0.4444444444444444,-0.18
GKP,5.0,5.5,2,4.0,15,5.6,5.1,32.0,a,Arsenal,3,36,0.7,6.4,Raya,630,0,0,3,6,0,0,0,1,0,25,6,124,212.6,0.0,0.0,21.3,7,0.00,0.01,0.01,7.45,13,657,655,144,0.0,3.57,0.0,0.0,1.06,0.86,1.0,0.43,Goalkeeper,0.0,6.428571428571429,-0.01
MID,2.2,2.7,2,1.2,16,6.3,1.3,2.9,a,Arsenal,3,8,0.2,1.3,Rice,492,0,0,2,6,0,0,0,2,1,0,0,56,72.8,111.9,67.0,24.6,6,0.39,0.62,1.01,4.81,184,54,105,109,0.07,0.0,0.11,0.18,0.88,1.1,1.1,0.37,Midfielder,0.0,1.2698412698412698,-1.01
MID,8.5,9.0,16,7.5,17,10.1,7.7,34.9,a,Arsenal,3,54,0.7,5.3,Saka,566,2,7,3,5,0,0,0,1,0,0,8,232,295.2,378.4,341.0,101.4,7,2.00,3.15,5.15,5.62,3,1,3,1,0.32,0.0,0.5,0.82,0.89,0.8,1.11,0.48,Midfielder,9.0,5.346534653465347,3.8499999999999996
DEF,3.0,3.5,2,2.0,18,6.0,3.1,32.2,a,Arsenal,3,22,0.3,3.7,Saliba,630,0,0,3,6,0,0,0,2,0,0,0,103,119.4,9.6,4.0,13.4,7,0.00,0.07,0.07,7.45,103,316,326,222,0.0,0.0,0.01,0.01,1.06,0.86,1.0,0.43,Defender,0.0,3.6666666666666665,-0.07
MID,3.0,3.5,2,2.0,20,5.0,3.3,1.4,a,Arsenal,3,23,0.4,4.6,Thomas,617,1,0,3,6,0,0,0,2,0,0,3,119,141.2,93.4,28.0,26.4,7,0.27,0.37,0.64,7.41,70,80,196,95,0.04,0.0,0.05,0.09,1.08,0.88,1.02,0.44,Midfielder,1.0,4.6,0.36
DEF,1.2,1.3,1,0.2,22,4.8,1.0,0.0,a,Arsenal,3,1,0.0,0.2,Tomiyasu,6,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.3,9.0,1.0,0,0.18,0.00,0.18,0.04,415,388,275,400,2.7,0.0,0.0,2.7,0.6,0.0,0.0,0.0,Defender,0.0,0.20833333333333334,-0.18
MID,4.5,5.0,1,3.5,23,6.9,3.3,2.8,a,Arsenal,3,23,0.5,3.3,Trossard,344,2,1,1,5,0,0,0,0,1,0,3,87,111.8,111.7,125.0,34.6,4,1.45,0.32,1.77,3.10,115,56,51,57,0.38,0.0,0.08,0.46,0.81,1.31,1.05,0.26,Midfielder,3.0,3.333333333333333,1.23
DEF,2.1,2.5,0,1.8,24,6.3,4.2,4.9,d,Arsenal,3,21,0.3,3.3,White,405,0,0,3,2,0,0,0,0,0,0,0,79,62.6,10.9,17.0,9.1,4,0.11,0.09,0.2,5.88,206,309,230,262,0.02,0.0,0.02,0.04,1.31,0.44,0.89,0.67,Defender,0.0,3.3333333333333335,-0.2
DEF,0.5,0.0,0,0.0,25,4.8,3.5,1.1,d,Arsenal,3,7,0.0,1.5,Zinchenko,78,0,0,1,0,0,0,0,0,0,0,0,25,7.2,4.9,6.0,1.8,1,0.00,0.04,0.04,0.60,380,332,305,380,0.0,0.0,0.05,0.05,0.69,0.0,1.15,1.15,Defender,0.0,1.4583333333333335,-0.04
GKP,0.0,1.5,0,0.0,73,4.3,3.5,1.3,n,Arsenal,3,7,0.0,1.6,Neto,180,0,0,0,2,0,0,0,0,0,11,0,30,77.8,0.0,0.0,7.8,2,0.00,0.00,0.0,2.91,175,481,444,282,0.0,5.5,0.0,0.0,1.46,1.0,1.0,0.0,Goalkeeper,0.0,1.627906976744186,0.0
MID,1.8,2.3,1,0.8,186,6.7,1.0,1.0,a,Arsenal,3,3,0.1,0.4,Sterling,85,0,0,0,1,0,0,0,0,0,0,0,8,4.8,15.1,35.0,5.5,1,0.33,0.05,0.38,0.45,387,283,177,311,0.35,0.0,0.05,0.4,0.48,1.06,1.06,0.0,Midfielder,0.0,0.44776119402985076,-0.38
DEF,3.8,4.3,2,2.8,578,5.8,2.6,2.3,a,Arsenal,3,13,0.5,2.2,Calafiori,294,1,0,0,4,0,0,0,1,0,0,1,48,92.6,35.6,100.0,22.8,3,0.50,0.40,0.9,3.15,150,205,65,123,0.15,0.0,0.12,0.27,0.96,1.22,0.92,0.0,Defender,1.0,2.241379310344828,0.09999999999999998
MID,1.0,1.5,0,0.0,597,4.5,0.0,0.1,a,Arsenal,3,0,0.0,0.0,Lewis-Skelly,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.49,577,574,554,581,0.0,0.0,0.0,0.0,44.1,90.0,0.0,0.0,Midfielder,0.0,0.0,0.0
MID,1.2,1.7,1,0.2,633,6.0,1.0,0.0,a,Arsenal,3,1,0.0,0.2,Merino,29,0,0,0,0,0,0,0,0,0,0,0,8,19.6,11.9,2.0,3.4,0,0.00,0.03,0.03,0.33,313,297,351,342,0.0,0.0,0.09,0.09,1.02,0.0,0.0,0.0,Midfielder,0.0,0.16666666666666666,-0.03
MID,1.0,1.5,0,0.0,638,4.5,0.0,0.0,a,Arsenal,3,0,0.0,0.0,Oulad M'hand,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,576,573,553,580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
GKP,1.0,1.5,0,0.0,639,4.5,0.0,0.0,a,Arsenal,3,0,0.0,0.0,Setford,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,591,588,569,595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
DEF,1.0,1.5,0,0.0,657,4.0,0.0,0.0,a,Arsenal,3,0,0.0,0.0,Kacurri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,492,476,436,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
DEF,1.0,1.5,0,0.0,658,4.0,0.0,0.0,a,Arsenal,3,0,0.0,0.0,Heaven,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,494,478,438,498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
MID,1.0,1.5,0,0.0,659,4.5,0.0,0.0,a,Arsenal,3,0,0.0,0.0,Kabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,601,598,579,605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
DEF,1.0,1.5,0,0.0,662,4.0,0.0,0.0,a,Arsenal,3,0,0.0,0.0,Nichols,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,473,457,415,477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
FWD,2.0,2.5,0,0.0,665,4.5,0.0,0.0,a,Arsenal,3,0,0.0,0.0,Butler-Oyedeji,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,554,549,527,558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,0.0,0.0,0.0
MID,2.2,1.7,3,2.2,28,6.3,2.2,1.1,a,Aston Villa,7,13,0.3,2.1,Bailey,348,0,1,1,4,0,0,0,1,0,0,0,46,37.8,93.5,59.0,18.9,5,0.35,1.08,1.43,3.06,275,79,117,161,0.09,0.0,0.28,0.37,0.79,1.03,1.29,0.26,Midfielder,1.0,2.0634920634920637,-0.42999999999999994
MID,1.8,1.8,2,1.8,29,5.2,1.5,0.4,a,Aston Villa,7,9,0.3,1.7,Barkley,211,0,1,1,2,0,0,0,2,0,0,0,34,45.8,53.7,21.0,12.0,1,0.12,0.18,0.3,1.48,243,150,215,239,0.05,0.0,0.08,0.13,0.63,0.85,0.43,0.43,Midfielder,1.0,1.7307692307692306,0.7
MID,0.8,0.8,0,0.8,31,5.3,1.0,0.1,a,Aston Villa,7,3,0.2,0.6,Buendia,13,0,0,0,0,0,0,0,0,0,0,0,8,0.8,6.6,3.0,1.0,0,0.09,0.01,0.1,0.16,414,324,332,402,0.62,0.0,0.07,0.69,1.11,0.0,0.0,0.0,Midfielder,0.0,0.5660377358490566,-0.1
DEF,1.5,1.5,6,1.5,32,4.4,3.0,1.2,a,Aston Villa,7,9,0.3,2.0,Cash,186,0,0,1,1,0,0,0,0,0,0,0,32,17.0,15.4,9.0,4.1,3,0.03,0.02,0.05,2.05,328,279,272,332,0.01,0.0,0.01,0.02,0.99,0.48,1.45,0.48,Defender,0.0,2.0454545454545454,-0.05
DEF,2.2,2.2,6,2.2,35,4.5,3.0,0.4,a,Aston Villa,7,9,0.5,2.0,Diego Carlos,258,0,0,1,3,0,0,0,0,0,0,0,36,44.0,4.4,0.0,4.9,2,0.00,0.03,0.03,2.07,251,335,508,320,0.0,0.0,0.01,0.01,0.72,1.05,0.7,0.35,Defender,0.0,2.0,-0.03
DEF,3.2,3.2,8,3.2,36,4.6,3.4,7.6,a,Aston Villa,7,24,0.7,5.2,Digne,518,0,2,1,8,0,0,0,1,0,0,4,105,131.4,119.1,3.0,25.4,7,0.05,1.05,1.1,5.05,84,50,330,100,0.01,0.0,0.18,0.19,0.88,1.39,1.22,0.17,Defender,2.0,5.217391304347826,0.8999999999999999
FWD,3.2,3.2,1,3.2,38,6.2,3.9,6.6,a,Aston Villa,7,27,0.5,4.4,Duran,184,4,0,0,4,0,0,0,1,0,0,5,120,142.4,21.5,114.0,27.9,0,2.07,0.17,2.24,3.09,69,247,57,85,1.01,0.0,0.08,1.09,1.51,1.96,0.0,0.0,Forward,4.0,4.354838709677419,1.7599999999999998
GKP,0.0,0.0,0,0.0,39,4.0,0.0,0.9,a,Aston Villa,7,0,0.0,0.0,Gauci,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,464,448,405,468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
DEF,0.0,0.0,0,0.0,40,4.0,0.0,0.6,a,Aston Villa,7,0,0.0,0.0,Hause,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,432,415,371,436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
MID,0.0,0.0,0,0.0,42,5.0,0.0,0.0,d,Aston Villa,7,0,0.0,0.0,Kamara,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,629,628,623,632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
DEF,2.2,3.0,1,3.0,44,4.5,2.4,13.1,d,Aston Villa,7,17,0.7,3.8,Konsa,551,1,0,0,9,0,0,0,0,0,0,1,85,117.0,38.0,46.0,20.1,7,0.28,0.07,0.35,6.52,110,194,142,151,0.05,0.0,0.01,0.06,1.06,1.47,1.14,0.0,Defender,1.0,3.7777777777777777,0.65
DEF,1.0,1.0,1,1.0,45,4.8,1.0,2.0,a,Aston Villa,7,7,0.2,1.5,Maatsen,118,0,0,0,1,0,0,0,0,0,0,0,24,27.0,79.1,14.0,12.0,0,0.01,0.64,0.65,1.89,295,104,244,238,0.01,0.0,0.49,0.5,1.44,0.76,0.0,0.0,Defender,0.0,1.4583333333333335,-0.65
GKP,3.5,3.5,9,3.5,47,5.0,2.9,12.9,a,Aston Villa,7,20,0.7,4.0,Martinez,630,0,0,1,9,0,0,0,1,0,17,2,81,142.4,0.0,0.0,14.3,7,0.00,0.00,0.0,6.89,68,624,619,213,0.0,2.43,0.0,0.0,0.98,1.29,1.0,0.14,Goalkeeper,0.0,4.0,0.0
DEF,0.0,0.0,0,0.0,49,4.4,0.0,0.0,d,Aston Villa,7,0,0.0,0.0,Mings,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,513,500,468,517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
DEF,0.0,0.0,0,0.0,50,4.0,1.0,1.4,a,Aston Villa,7,3,0.0,0.8,Nedeljkovic,93,0,0,0,2,0,0,0,0,0,0,0,13,22.2,6.3,0.0,2.9,0,0.00,0.02,0.02,1.84,309,326,435,351,0.0,0.0,0.02,0.02,1.78,1.94,0.0,0.0,Defender,0.0,0.75,-0.02
GKP,0.0,0.0,0,0.0,51,4.5,0.0,0.1,a,Aston Villa,7,0,0.0,0.0,Olsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,535,529,504,539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
DEF,2.2,2.2,6,2.2,52,4.5,2.0,2.0,a,Aston Villa,7,14,0.5,3.1,Pau,630,0,0,1,9,0,0,0,1,0,0,0,69,95.4,38.3,2.0,13.6,7,0.00,0.11,0.11,6.89,144,192,337,219,0.0,0.0,0.02,0.02,0.98,1.29,1.0,0.14,Defender,0.0,3.111111111111111,-0.11
MID,1.1,1.1,0,1.5,53,5.5,2.2,0.3,d,Aston Villa,7,13,0.3,2.4,Ramsey,335,0,1,0,8,0,0,0,0,0,0,0,69,49.8,68.5,65.0,18.5,3,0.46,0.83,1.29,4.44,235,117,107,166,0.12,0.0,0.22,0.34,1.19,2.15,0.81,0.0,Midfielder,1.0,2.3636363636363638,-0.29000000000000004
MID,5.5,5.5,3,5.5,54,5.3,4.0,21.2,a,Aston Villa,7,28,1.0,5.3,Rogers,603,1,2,1,8,0,0,0,1,0,0,3,94,134.0,126.1,145.0,40.7,7,0.84,1.15,1.99,6.26,80,45,37,35,0.13,0.0,0.17,0.3,0.93,1.19,1.04,0.15,Midfielder,3.0,5.283018867924529,1.01
MID,3.0,3.0,3,3.0,57,5.5,3.1,1.4,a,Aston Villa,7,22,0.5,4.0,Tielemans,623,0,2,1,9,0,0,0,1,0,0,2,142,149.8,203.5,27.0,38.0,7,0.29,1.60,1.89,6.83,53,17,199,48,0.04,0.0,0.23,0.27,0.99,1.3,1.01,0.14,Midfielder,2.0,4.0,0.1100000000000001
FWD,8.0,8.0,2,8.0,58,9.1,5.9,28.9,a,Aston Villa,7,41,0.9,4.5,Watkins,531,4,2,3,6,0,0,0,0,0,0,5,138,168.0,81.4,233.0,48.2,7,3.56,0.33,3.89,4.77,36,100,10,24,0.6,0.0,0.06,0.66,0.81,1.02,1.19,0.51,Forward,6.0,4.5054945054945055,2.11
MID,0.9,0.9,0,1.2,233,5.1,4.2,8.2,d,Aston Villa,7,25,0.2,4.9,Onana,422,2,0,1,7,0,0,0,2,0,0,5,101,135.2,35.9,84.0,25.6,6,1.11,0.13,1.24,5.48,79,203,86,99,0.24,0.0,0.03,0.27,1.17,1.49,1.28,0.21,Midfielder,2.0,4.901960784313726,0.76
MID,1.2,1.2,3,1.2,569,5.3,1.2,0.0,a,Aston Villa,7,5,0.2,0.9,Jaden,133,0,0,1,1,0,0,0,1,0,0,0,17,7.2,4.1,12.0,2.2,1,0.19,0.05,0.24,2.30,381,339,260,369,0.13,0.0,0.03,0.16,1.56,0.68,0.68,0.68,Midfielder,0.0,0.9433962264150944,-0.24
DEF,0.2,0.2,0,0.2,598,4.0,1.0,0.4,a,Aston Villa,7,2,0.0,0.5,Bogarde,168,0,0,0,3,0,0,0,1,0,0,0,6,28.8,15.5,0.0,4.4,2,0.00,0.08,0.08,1.30,292,278,424,325,0.0,0.0,0.04,0.04,0.7,1.61,1.07,0.0,Defender,0.0,0.5,-0.08
DEF,0.0,0.0,0,0.0,640,4.0,0.0,0.1,a,Aston Villa,7,0,0.0,0.0,Swinkels,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,479,463,421,483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
GKP,0.0,0.0,0,0.0,641,4.0,0.0,0.6,a,Aston Villa,7,0,0.0,0.0,Zych,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,482,466,425,486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
MID,0.0,0.0,0,0.0,656,4.5,0.0,0.2,a,Aston Villa,7,0,0.0,0.0,Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,589,586,567,593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
DEF,-1.0,0.5,0,0.0,59,4.4,0.0,0.2,a,Bournemouth,91,0,0.0,0.0,Aarons,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,520,512,483,524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
MID,-0.5,0.0,0,0.0,60,4.9,0.0,0.0,d,Bournemouth,91,0,0.0,0.0,Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,616,612,604,619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
MID,-0.8,0.7,1,0.2,62,4.9,1.0,0.0,a,Bournemouth,91,1,0.0,0.2,Brooks,9,0,0,0,0,0,0,0,0,0,0,0,8,4.6,15.3,0.0,2.0,0,0.00,0.26,0.26,0.03,388,280,598,374,0.0,0.0,2.6,2.6,0.3,0.0,0.0,0.0,Midfielder,0.0,0.2040816326530612,-0.26
MID,0.8,2.3,2,1.8,63,4.9,1.7,0.2,a,Bournemouth,91,12,0.4,2.4,Christie,453,0,0,2,7,0,0,0,3,0,0,0,71,63.2,108.1,42.0,21.4,6,0.26,0.19,0.45,5.72,204,60,155,138,0.05,0.0,0.04,0.09,1.14,1.39,1.19,0.4,Midfielder,0.0,2.4489795918367343,-0.45
MID,2.5,4.0,2,3.5,64,5.0,3.4,0.2,a,Bournemouth,91,24,0.7,4.8,Cook,623,1,2,0,10,0,0,0,3,0,0,2,130,170.6,199.8,55.0,42.5,7,0.33,1.26,1.59,8.85,35,18,128,31,0.05,0.0,0.18,0.23,1.28,1.44,1.01,0.0,Midfielder,3.0,4.8,1.41
FWD,0.0,1.5,1,1.0,65,5.4,1.0,0.0,a,Bournemouth,91,4,0.2,0.7,Enes Ünal,51,0,0,0,1,0,0,0,0,0,0,0,11,9.8,21.7,39.0,6.8,0,0.56,0.06,0.62,0.74,362,245,165,291,0.99,0.0,0.11,1.1,1.31,1.76,0.0,0.0,Forward,0.0,0.7407407407407407,-0.62
DEF,-1.0,0.5,0,0.0,68,4.0,0.0,0.4,a,Bournemouth,91,0,0.0,0.0,Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,466,450,407,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
DEF,0.5,2.0,2,1.5,70,4.5,1.4,0.5,a,Bournemouth,91,10,0.3,2.2,Kerkez,577,0,0,0,10,0,0,0,2,0,0,0,38,76.4,72.6,20.0,17.0,7,0.11,0.21,0.32,8.82,177,113,218,183,0.02,0.0,0.03,0.05,1.38,1.56,1.09,0.0,Defender,0.0,2.2222222222222223,-0.32
MID,0.0,1.5,1,1.0,71,5.3,1.7,0.3,a,Bournemouth,91,12,0.2,2.3,Kluivert,380,0,1,2,6,0,0,0,3,0,0,0,38,53.2,97.6,130.0,28.1,5,0.74,0.50,1.24,5.24,225,75,48,82,0.18,0.0,0.12,0.3,1.24,1.42,1.18,0.47,Midfielder,1.0,2.2641509433962264,-0.24
MID,1.5,3.0,1,2.5,74,5.0,2.8,0.0,a,Bournemouth,91,17,0.5,3.4,O.Dango,260,1,1,0,3,0,0,0,0,0,0,1,73,89.0,61.1,81.0,23.2,2,1.61,0.83,2.44,3.83,156,133,89,119,0.56,0.0,0.29,0.85,1.33,1.04,0.69,0.0,Midfielder,2.0,3.4,-0.43999999999999995
MID,-0.8,0.7,0,0.2,76,4.8,1.0,0.1,a,Bournemouth,91,2,0.0,0.4,Philip,21,0,0,0,1,0,0,0,0,0,0,0,5,5.2,4.7,4.0,1.4,0,0.00,0.09,0.09,0.58,385,334,322,395,0.0,0.0,0.39,0.39,2.49,4.29,0.0,0.0,Midfielder,0.0,0.4166666666666667,-0.09
MID,0.0,1.5,1,1.0,77,4.9,1.1,0.0,a,Bournemouth,91,8,0.2,1.6,Scott,196,0,0,0,3,0,0,0,0,0,0,0,37,59.6,40.7,17.0,11.8,1,0.12,0.09,0.21,3.41,210,183,228,241,0.06,0.0,0.04,0.1,1.57,1.38,0.46,0.0,Midfielder,0.0,1.6326530612244896,-0.21
MID,2.0,3.5,2,3.0,78,5.7,4.4,10.6,a,Bournemouth,91,31,0.5,5.4,Semenyo,607,3,1,0,10,0,0,0,2,0,0,1,118,167.0,100.5,257.0,52.1,7,2.12,1.48,3.6,8.70,37,69,7,18,0.31,0.0,0.22,0.53,1.29,1.48,1.04,0.0,Midfielder,4.0,5.43859649122807,0.3999999999999999
DEF,0.0,1.5,1,1.0,79,4.8,1.2,0.6,a,Bournemouth,91,6,0.2,1.2,Senesi,436,0,0,0,6,0,0,0,3,0,0,0,30,124.6,45.9,12.0,18.4,5,0.12,0.27,0.39,5.67,95,171,255,167,0.02,0.0,0.06,0.08,1.17,1.24,1.03,0.0,Defender,0.0,1.25,-0.39
MID,0.0,1.5,1,1.0,80,5.0,2.6,0.4,a,Bournemouth,91,18,0.2,3.6,Sinisterra,176,1,1,0,3,0,0,0,0,0,0,2,74,95.4,96.0,175.0,36.7,1,1.09,0.91,2.0,3.06,145,77,27,50,0.56,0.0,0.47,1.03,1.56,1.53,0.51,0.0,Midfielder,2.0,3.6,0.0
