player,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per90Minutes_Gls,Per90Minutes_Ast,Per90Minutes_G+A,Per90Minutes_G-PK,Per90Minutes_G+A-PK,Per90Minutes_xG,Per90Minutes_xAG,Per90Minutes_xG+xAG,Per90Minutes_npxG,Per90Minutes_npxG+xAG,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,SCA_SCA,SCA_SCA90,GCA_GCA,GCA_GCA90,Touches_Att3rd,Touches_AttPen,Take-Ons_Att,Take-Ons_Succ,Total_Cmp,Total_Att,Total_Cmp%,KP_,1/3_,PPA_,CrsPA_,Tackles_Tkl,Tackles_TklW,Int_,Tkl+Int_,Blocks_Sh,Clr_,Err_
Cole Palmer,14,6,20,11,3,11.8,9.4,7.8,17.2,0.69,0.29,0.98,0.54,0.83,0.58,0.38,0.96,0.46,0.84,71,29,40.8,3.48,1.42,0.15,0.38,116,5.69,11,0.54,527,77,64,27,645,872,74.0,58,95,44,11,15,7,5,20,1,9,1
Conor Bradley,0,0,0,0,0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,6,3,50.0,2.24,1.12,0.0,0.0,7,2.62,1,0.37,70,16,4,3,169,195,86.7,0,7,0,0,4,2,2,6,0,13,0
Conor Chaplin,1,1,2,1,0,1.2,1.2,0.6,1.8,0.15,0.15,0.29,0.15,0.29,0.17,0.09,0.26,0.17,0.26,12,3,25.0,1.76,0.44,0.08,0.33,18,2.65,1,0.15,99,12,6,3,170,229,74.2,6,17,7,2,11,5,3,14,1,2,0
Conor Coady,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0,0,0.0,0.0,0.0,0.0,0.0,4,0.51,0,0.0,9,3,1,1,388,433,89.6,1,20,2,0,7,4,7,14,11,30,1
Conor Townsend,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.0,1.6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0.0,1,0,0,0,1,1,0,1,0,0,0
Craig Dawson,0,0,0,0,0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,5,1,20.0,0.46,0.09,0.0,0.0,7,0.65,2,0.19,28,14,5,1,484,559,86.6,2,22,1,0,15,3,9,24,11,52,1
Cristian Romero,1,0,1,1,0,1.1,1.1,0.5,1.6,0.09,0.0,0.09,0.09,0.09,0.1,0.05,0.15,0.1,0.15,11,4,36.4,1.02,0.37,0.09,0.25,16,1.48,2,0.18,54,16,3,1,793,880,90.1,6,85,7,1,27,23,13,40,3,32,0
Crysencio Summerville,1,1,2,1,0,1.6,1.6,1.7,3.3,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,14,4,28.6,1.6,0.46,0.07,0.25,35,4.01,1,0.11,181,38,39,13,194,254,76.4,17,13,12,5,13,7,0,13,4,7,0
Curtis Jones,3,2,5,3,0,2.9,2.9,0.3,3.2,0.31,0.2,0.51,0.31,0.51,0.3,0.03,0.33,0.3,0.33,19,10,52.6,1.93,1.02,0.16,0.3,21,2.13,4,0.41,209,35,11,8,506,539,93.9,9,35,9,0,21,11,3,24,4,5,0
Daichi Kamada,0,0,0,0,0,0.6,0.6,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.19,0.07,0.19,11,4,36.4,1.28,0.46,0.0,0.0,30,3.48,1,0.12,132,16,6,3,288,366,78.7,13,30,8,2,26,14,11,37,2,8,0
Dan Burn,0,0,0,0,0,0.8,0.8,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,12,3,25.0,0.6,0.15,0.0,0.0,11,0.55,2,0.1,57,27,2,2,1014,1114,91.0,2,14,5,0,22,14,15,37,13,92,1
Dango Ouattara,3,3,6,3,0,4.4,4.4,3.8,8.1,0.28,0.28,0.55,0.28,0.55,0.41,0.35,0.75,0.41,0.75,29,8,27.6,2.68,0.74,0.1,0.38,35,3.24,3,0.28,264,64,37,16,193,327,59.0,18,7,12,5,26,22,7,33,5,31,0
Daniel Jebbison,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.41,0,0,0.0,0.0,0.0,0.0,0.0,3,7.5,0,0.0,6,2,0,0,7,9,77.8,2,1,0,0,0,0,0,0,0,1,0
Daniel Muñoz,2,1,3,2,0,3.3,3.3,2.6,6.0,0.11,0.05,0.16,0.11,0.16,0.18,0.14,0.31,0.18,0.31,21,8,38.1,1.1,0.42,0.1,0.25,46,2.42,3,0.16,363,60,35,12,616,814,75.7,25,30,15,8,75,50,22,97,2,52,1
Daniel Podence,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,1,0,0.0,1.87,0.0,0.0,0.0,0,0.0,0,0.0,7,0,2,2,11,16,68.8,0,1,1,0,0,0,0,0,0,0,0
Danilo,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,3,1,3,3,100.0,0,0,0,0,0,0,0,0,0,0,0
Danny Ings,1,2,3,1,0,2.1,2.1,1.2,3.3,0.42,0.85,1.27,0.42,1.27,0.88,0.53,1.41,0.88,1.41,11,5,45.5,4.67,2.12,0.09,0.2,10,4.25,2,0.85,54,20,5,3,49,72,68.1,5,2,0,0,3,2,1,4,0,3,0
Danny Ward,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,1,0,41,53,77.4,0,2,0,0,0,0,0,0,0,1,0
Danny Welbeck,6,2,8,6,0,5.6,5.6,0.5,6.1,0.48,0.16,0.64,0.48,0.64,0.44,0.04,0.49,0.44,0.49,35,13,37.1,2.8,1.04,0.17,0.46,29,2.32,4,0.32,177,51,21,6,215,259,83.0,12,11,9,0,11,6,4,15,1,8,0
Dara O'Shea,0,0,0,0,0,0.7,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,12,1,8.3,0.68,0.06,0.0,0.0,11,0.62,1,0.06,74,32,2,1,664,864,76.9,0,50,1,0,27,19,22,49,26,103,3
Darwin Núñez,2,2,4,2,0,2.5,2.5,0.9,3.4,0.24,0.24,0.48,0.24,0.48,0.3,0.11,0.41,0.3,0.41,21,8,38.1,2.5,0.95,0.1,0.25,19,2.26,3,0.36,127,44,13,7,97,139,69.8,6,6,0,0,16,14,1,17,0,8,0
David Brooks,2,0,2,2,0,1.1,1.1,0.9,2.0,0.52,0.0,0.52,0.52,0.52,0.29,0.22,0.51,0.29,0.51,13,6,46.2,3.37,1.56,0.15,0.33,16,4.15,1,0.26,109,18,15,5,94,138,68.1,6,3,8,3,5,1,3,8,2,3,1
David Raya,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2,0.1,0,0.0,0,0,0,0,555,773,71.8,0,28,1,0,0,0,1,1,0,10,4
Dean Henderson,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.05,0.0,0.0,0.0,2,0.1,0,0.0,1,1,0,0,424,687,61.7,1,7,0,0,2,1,0,2,0,13,0
Dean Huijsen,2,0,2,2,0,1.3,1.3,0.8,2.2,0.18,0.0,0.18,0.18,0.18,0.12,0.08,0.2,0.12,0.2,9,2,22.2,0.83,0.18,0.22,1.0,23,2.13,2,0.18,46,16,2,1,541,642,84.3,11,56,1,0,18,14,22,40,13,65,2
Declan Rice,1,3,4,1,0,1.4,1.4,4.3,5.7,0.06,0.18,0.24,0.06,0.24,0.09,0.26,0.35,0.09,0.35,22,6,27.3,1.35,0.37,0.05,0.17,55,3.37,4,0.24,375,34,15,6,760,909,83.6,30,70,17,1,27,11,13,40,9,23,0
Dejan Kulusevski,5,4,9,5,0,3.3,3.3,5.1,8.4,0.27,0.21,0.48,0.27,0.48,0.17,0.27,0.45,0.17,0.45,32,12,37.5,1.71,0.64,0.16,0.42,105,5.63,9,0.48,546,122,84,30,462,644,71.7,51,49,44,5,29,17,10,39,3,8,0
Destiny Udogie,0,1,1,0,0,0.3,0.3,1.3,1.6,0.0,0.06,0.06,0.0,0.06,0.02,0.08,0.1,0.02,0.1,5,1,20.0,0.31,0.06,0.0,0.0,28,1.76,3,0.19,330,41,25,10,762,868,87.8,13,70,5,1,50,31,17,67,2,25,1
Diego Carlos,0,0,0,0,0,0.6,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,4,1,25.0,0.43,0.11,0.0,0.0,4,0.43,0,0.0,15,6,2,2,534,603,88.6,0,23,1,0,8,3,5,13,7,36,2
Diogo Dalot,0,1,1,0,0,1.3,1.3,1.3,2.6,0.0,0.05,0.05,0.0,0.05,0.06,0.07,0.13,0.06,0.13,15,4,26.7,0.76,0.2,0.0,0.0,38,1.94,1,0.05,321,33,23,11,876,1078,81.3,14,40,14,3,48,30,26,74,7,42,0
Diogo Jota,5,2,7,5,0,4.9,4.9,1.1,6.0,0.72,0.29,1.0,0.72,1.0,0.7,0.16,0.86,0.7,0.86,25,10,40.0,3.58,1.43,0.2,0.5,20,2.87,4,0.57,148,53,21,8,126,179,70.4,6,14,2,1,6,4,4,10,0,5,0
Djed Spence,0,1,1,0,0,0.1,0.1,0.9,1.0,0.0,0.18,0.18,0.0,0.18,0.02,0.16,0.17,0.02,0.17,2,0,0.0,0.36,0.0,0.0,0.0,7,1.26,3,0.54,84,5,20,7,328,377,87.0,4,26,5,2,19,16,8,27,4,15,1
Dominic Calvert-Lewin,2,1,3,2,0,5.2,5.2,0.4,5.6,0.12,0.06,0.18,0.12,0.18,0.32,0.02,0.34,0.32,0.34,40,15,37.5,2.45,0.92,0.05,0.13,19,1.16,2,0.12,231,75,23,8,158,255,62.0,6,15,5,1,9,7,6,15,2,16,0
Dominic Solanke,7,3,10,7,0,8.5,8.5,2.6,11.0,0.39,0.17,0.56,0.39,0.56,0.48,0.14,0.62,0.48,0.62,46,19,41.3,2.59,1.07,0.15,0.37,33,1.86,7,0.39,230,93,42,14,200,283,70.7,12,22,9,0,15,9,0,15,4,18,0
Dominik Szoboszlai,2,2,4,2,0,4.3,4.3,3.0,7.3,0.15,0.15,0.29,0.15,0.29,0.32,0.22,0.54,0.32,0.54,29,9,31.0,2.14,0.66,0.07,0.22,58,4.28,10,0.74,324,47,19,12,618,727,85.0,28,48,23,4,16,9,7,23,2,8,0
Dwight McNeil,3,3,6,3,0,0.9,0.9,3.5,4.4,0.24,0.24,0.47,0.24,0.47,0.07,0.27,0.34,0.07,0.34,23,8,34.8,1.82,0.63,0.13,0.38,60,4.74,6,0.47,305,18,37,20,377,514,73.3,32,33,32,10,10,6,5,15,0,1,1
Eberechi Eze,2,4,6,2,0,4.6,4.6,3.0,7.5,0.13,0.25,0.38,0.13,0.38,0.29,0.19,0.48,0.29,0.48,58,18,31.0,3.69,1.15,0.03,0.11,68,4.33,5,0.32,343,57,77,33,463,625,74.1,32,32,23,1,25,15,6,31,0,3,1
Eddie Nketiah,0,1,1,0,0,1.5,1.5,1.3,2.7,0.0,0.15,0.15,0.0,0.15,0.22,0.19,0.41,0.22,0.41,21,6,28.6,3.18,0.91,0.0,0.0,19,2.87,1,0.15,121,34,13,7,114,156,73.1,10,10,1,0,12,5,2,14,0,5,0
Ederson,0,1,1,0,0,0.0,0.0,0.4,0.4,0.0,0.08,0.08,0.0,0.08,0.0,0.03,0.03,0.0,0.03,0,0,0.0,0.0,0.0,0.0,0.0,3,0.23,1,0.08,0,0,0,0,400,463,86.4,1,12,1,0,0,0,1,1,0,3,1
Edmond-Paris Maghoma,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2,2.31,1,1.15,17,2,3,2,46,50,92.0,0,2,0,0,2,1,1,3,1,1,0
Edson Álvarez,0,0,0,0,0,0.2,0.2,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,7,1,14.3,0.59,0.08,0.0,0.0,21,1.78,1,0.08,102,7,22,11,506,589,85.9,9,51,9,2,24,13,12,36,6,27,1
Elliot Anderson,0,5,5,0,0,1.1,1.1,2.8,3.8,0.0,0.35,0.35,0.0,0.35,0.08,0.19,0.27,0.08,0.27,22,4,18.2,1.53,0.28,0.0,0.0,56,3.91,9,0.63,293,43,47,24,494,638,77.4,27,48,6,2,51,35,16,67,5,39,2
Emerson Palmieri,1,1,2,1,0,1.2,1.2,1.2,2.3,0.06,0.06,0.13,0.06,0.13,0.07,0.07,0.15,0.07,0.15,9,4,44.4,0.57,0.25,0.11,0.25,29,1.82,1,0.06,249,16,17,7,605,766,79.0,13,36,8,4,46,26,15,61,6,37,0
Emi Buendía,0,0,0,0,0,0.6,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.72,0.02,0.74,0.72,0.74,4,0,0.0,4.5,0.0,0.0,0.0,3,3.42,0,0.0,26,3,0,0,44,54,81.5,1,4,0,0,5,5,0,5,1,2,0
Emil Krafth,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,1,0,0.0,0.37,0.0,0.0,0.0,3,1.12,0,0.0,6,3,0,0,59,74,79.7,1,3,0,0,2,1,2,4,4,10,0
Emile Smith Rowe,3,2,5,3,0,2.4,2.4,1.0,3.4,0.22,0.15,0.37,0.22,0.37,0.18,0.07,0.25,0.18,0.25,21,4,19.0,1.57,0.3,0.14,0.75,45,3.37,10,0.75,299,37,24,13,555,616,90.1,16,51,8,1,23,14,8,31,1,7,0
Emiliano Martínez,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3,0.15,0,0.0,0,0,1,1,635,775,81.9,0,12,0,0,1,1,0,1,0,12,5
Emmanuel Agbadou,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2,2.0,0,0.0,1,0,2,1,35,43,81.4,0,3,0,0,4,1,1,5,1,3,0
Enes Ünal,2,1,3,2,0,2.7,2.7,0.4,3.1,0.52,0.26,0.78,0.52,0.78,0.72,0.1,0.82,0.72,0.82,20,7,35.0,5.22,1.83,0.1,0.29,9,2.35,3,0.78,95,26,12,1,63,99,63.6,4,4,4,0,1,0,0,1,0,6,0
Enzo Fernández,3,4,7,3,0,2.3,2.3,3.6,5.9,0.18,0.24,0.42,0.18,0.42,0.14,0.22,0.35,0.14,0.35,24,9,37.5,1.43,0.54,0.13,0.33,81,4.82,11,0.66,416,43,25,12,878,1070,82.1,40,90,21,1,45,22,7,52,2,12,3
Eric da Silva Moreira,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2,0,1,0,7,8,87.5,0,0,0,0,2,2,1,3,0,0,0
Erling Haaland,16,1,17,15,1,16.2,14.6,1.5,16.1,0.77,0.05,0.81,0.72,0.77,0.77,0.07,0.84,0.7,0.77,83,44,53.0,3.97,2.1,0.18,0.34,48,2.3,5,0.24,275,140,25,10,166,256,64.8,18,7,4,1,6,4,3,9,0,19,0
Ethan Nwaneri,2,0,2,2,0,0.3,0.3,0.2,0.5,0.75,0.0,0.75,0.75,0.75,0.11,0.09,0.19,0.11,0.19,6,3,50.0,2.26,1.13,0.33,0.67,6,2.25,1,0.37,74,9,12,7,86,105,81.9,4,6,3,1,3,2,0,3,1,1,0
Ethan Pinnock,2,0,2,2,0,0.9,0.9,1.2,2.0,0.12,0.0,0.12,0.12,0.12,0.05,0.07,0.13,0.05,0.13,9,6,66.7,0.56,0.37,0.22,0.33,19,1.19,0,0.0,99,21,9,3,712,845,84.3,8,38,4,1,29,16,18,47,16,105,3
Evan Ferguson,1,0,1,1,0,0.5,0.5,0.4,1.0,0.39,0.0,0.39,0.39,0.39,0.21,0.17,0.38,0.21,0.38,7,2,28.6,2.76,0.79,0.14,0.5,4,1.59,0,0.0,21,8,1,1,35,48,72.9,3,1,0,0,3,2,0,3,1,4,0
Evanilson,5,0,5,5,0,6.6,5.8,1.1,6.9,0.33,0.0,0.33,0.33,0.33,0.43,0.07,0.51,0.38,0.45,42,20,47.6,2.76,1.31,0.12,0.25,42,2.76,7,0.46,184,79,19,6,133,196,67.9,16,9,2,0,9,4,0,9,1,11,0
Ezri Konsa,1,0,1,1,0,0.6,0.6,0.2,0.8,0.06,0.0,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04,5,2,40.0,0.28,0.11,0.2,0.5,13,0.72,2,0.11,86,14,13,7,883,963,91.7,3,64,1,0,25,13,12,37,5,61,0
Fabian Schär,2,0,2,2,0,1.3,1.3,0.2,1.5,0.12,0.0,0.12,0.12,0.12,0.08,0.01,0.09,0.08,0.09,17,3,17.6,1.04,0.18,0.12,0.67,15,0.92,2,0.12,77,12,10,7,907,1077,84.2,2,92,8,0,16,11,22,38,12,59,1
Fabio Carvalho,1,1,2,1,0,2.1,2.1,0.5,2.7,0.21,0.21,0.42,0.21,0.42,0.45,0.11,0.56,0.45,0.56,10,4,40.0,2.1,0.84,0.1,0.25,9,1.88,1,0.21,108,20,14,2,116,164,70.7,3,11,5,1,13,9,3,16,1,2,0
